dataset,index,text_sha256,label,source,format,split,tokens,lost_128,lost_192,lost_256,lost_384,lost_512
artifacts/datasets/evaluation-pilot-v2.json,10,51b786ac9fef01f209c9c9a342bc8562b2769f6d0dacc2329676e390633f02b7,campanias_conflictos_militares,6d0443e1-fcdc-5373-b22a-4ca1914397d4,pdf,UNSPECIFIED,186,58,0,0,0,0
artifacts/datasets/evaluation-pilot-v2.json,11,26b2a6792257ec799259a43358c774f9d51b607d72140132cc3aed05b6584bdd,campanias_conflictos_militares,6d0443e1-fcdc-5373-b22a-4ca1914397d4,pdf,UNSPECIFIED,206,78,14,0,0,0
artifacts/datasets/evaluation-pilot-v2.json,12,aaefe9fce910c8e9a0b2de36aafa26c4fbda360b16043d286aa9c12f6eba9f3e,campanias_conflictos_militares,6d0443e1-fcdc-5373-b22a-4ca1914397d4,pdf,UNSPECIFIED,168,40,0,0,0,0
artifacts/datasets/evaluation-pilot-v2.json,13,6177d4345e1a4c054fda40c5cfddb229157caee879bd8de426bade9a517a19fb,liderazgos_diplomacia_proyectos,6d0443e1-fcdc-5373-b22a-4ca1914397d4,pdf,UNSPECIFIED,166,38,0,0,0,0
artifacts/datasets/evaluation-pilot-v2.json,14,14e1e5059de13f4349ae126aa7ae105092513861bcb1a1723a1a1974d8806b15,campanias_conflictos_militares,6d0443e1-fcdc-5373-b22a-4ca1914397d4,pdf,UNSPECIFIED,193,65,1,0,0,0
artifacts/datasets/evaluation-pilot-v2.json,15,4d10509cbb4b36a7f772cf5c085d6be26bc9ff6b5f8aec455188ba44cbe29f81,campanias_conflictos_militares,6d0443e1-fcdc-5373-b22a-4ca1914397d4,pdf,UNSPECIFIED,278,150,86,22,0,0
artifacts/datasets/evaluation-pilot-v2.json,16,c1c680d9a696e523e5701beaa2d2744cd7f256e991b804d7b03a7b5ba9616af2,liderazgos_diplomacia_proyectos,6d0443e1-fcdc-5373-b22a-4ca1914397d4,pdf,UNSPECIFIED,216,88,24,0,0,0
artifacts/datasets/evaluation-pilot-v2.json,17,899f0886461681a5bbcf0b2aba23e4e847b4e18ca30e97e218fbf59755814658,organizacion_consecuencias_republicanas,e3e1b029-9c72-5e9e-b9e1-33006cdb7e78,pdf,UNSPECIFIED,271,143,79,15,0,0
artifacts/datasets/evaluation-pilot-v2.json,18,2d39d776dd3a1c4c22365a49d30ed32b1652b90cc086b1b5f06b5994fcf08933,organizacion_consecuencias_republicanas,e3e1b029-9c72-5e9e-b9e1-33006cdb7e78,pdf,UNSPECIFIED,321,193,129,65,0,0
artifacts/datasets/evaluation-pilot-v2.json,19,dbaf1742b7e5b6ca010bf23d6cb439369e7e8eedaf6fbbb23cccb4cd90dca843,no_relevante,f012593d-76c3-53ee-8285-4318e201f261,pdf,UNSPECIFIED,315,187,123,59,0,0
artifacts/datasets/evaluation-pilot-v2.json,20,89c7a70ef82153305f111cb764569eb587078c5b0e9590bf2229d9cd1cb29764,no_relevante,1eac0299-06c0-51ad-aba3-176fab08905e,pdf,UNSPECIFIED,278,150,86,22,0,0
artifacts/datasets/evaluation-pilot-v2.json,21,e64bf9d96b4bb9682d987d2a3973413c33668faf54af7bb33971d3eccd296cd7,no_relevante,6d0443e1-fcdc-5373-b22a-4ca1914397d4,pdf,UNSPECIFIED,289,161,97,33,0,0
artifacts/datasets/external-development-v1.json,0,494bee8c8d4a2d57cb8889e46a07290aa456c0f88a73eb81bca08e83ec23efe9,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,233,105,41,0,0,0
artifacts/datasets/external-development-v1.json,1,fc6ea865068072c81c3e038055dd05509061d6216e72cab7baf06bd548dbe27b,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,210,82,18,0,0,0
artifacts/datasets/external-development-v1.json,2,d5dd6f6e04775bcf0c0d852190c9a595664823dd8014cf2a052d4a6ab742f6fe,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,237,109,45,0,0,0
artifacts/datasets/external-development-v1.json,3,4c0c3937b66b4fb3afd9ec2dc00924972ad9c5acea3e8542b4896dd74eace310,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,241,113,49,0,0,0
artifacts/datasets/external-development-v1.json,4,8b25a823252af643a034401f447332bf6ea994cf7095e4f946a0904ad890187d,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,258,130,66,2,0,0
artifacts/datasets/external-development-v1.json,5,1c8508ac06240f0547709ed842d30116f010d899649bde0723a791fd6c20b73a,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,259,131,67,3,0,0
artifacts/datasets/external-development-v1.json,6,f6af3e9d0d23ef30e1c4ae1c3070912dc62227b6cda7023610c86202eaf8f74a,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,165,37,0,0,0,0
artifacts/datasets/external-development-v1.json,7,16961eba6ed2506f96bdea9fd2544d65974c1899e31dc2da4b8df0650c752f93,participacion_social_regional,doi:10.3989/revindias.2011.023,pdf,val,297,169,105,41,0,0
artifacts/datasets/external-development-v1.json,8,4f20a6073bf43e032a53bb870f6069d18a1d658b44eb0f01cd32c4283b7b2bbc,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,287,159,95,31,0,0
artifacts/datasets/external-development-v1.json,9,2e4435e94cbcc3e79761b536c229ab02ba3b2807d8731c6d74f06baa731c38b9,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,177,49,0,0,0,0
artifacts/datasets/external-development-v1.json,10,889e272f4c7439e5ebf6705a0337996b3f16c1fa587d44dc9afc605fdab077dd,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,208,80,16,0,0,0
artifacts/datasets/external-development-v1.json,11,61be09b9f193555d830f5ad030a2198e4afd331cf3c39a4950c38d5c997a0abc,participacion_social_regional,doi:10.3989/revindias.2011.023,pdf,val,276,148,84,20,0,0
artifacts/datasets/external-development-v1.json,12,708a772dfd4399bfab247bce54cca1e079b4971ce0a9bbc9ec8e43630f8c3406,participacion_social_regional,doi:10.3989/revindias.2011.023,pdf,val,280,152,88,24,0,0
artifacts/datasets/external-development-v1.json,13,416f783b0b560a26016683cef4230e370ab9a8591f531bbe9bdd8e0df6898f3e,participacion_social_regional,doi:10.3989/revindias.2011.023,pdf,val,282,154,90,26,0,0
artifacts/datasets/external-development-v1.json,14,7a9803845ba1acda04794488fd959a3268139dc454026d637d27977300ecb20d,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,277,149,85,21,0,0
artifacts/datasets/external-development-v1.json,15,fce987932c955c167b3435b39bf81243e0c6920b71c9776eaee9911fa7baff71,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,319,191,127,63,0,0
artifacts/datasets/external-development-v1.json,16,a9416b5d21247c2115c7493656be2394bf742452c7ff5acbea2c58bbfe35490a,participacion_social_regional,doi:10.3989/revindias.2011.023,pdf,val,158,30,0,0,0,0
artifacts/datasets/external-development-v1.json,17,3a372465a0f22a519541bd390959e41960146d68d1580bdc0cfeff040e04d4bf,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,287,159,95,31,0,0
artifacts/datasets/external-development-v1.json,18,fc5ac1c0ef1c7f319fea7cf3259c87c3383d14bd4e8e756c1e4df727c93b22b7,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,247,119,55,0,0,0
artifacts/datasets/external-development-v1.json,19,154e4afbd7d21f42213f5db4accd941c880cd85ad116e802315f7f1a35dfe7b9,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,220,92,28,0,0,0
artifacts/datasets/external-development-v1.json,20,beed6a5f4269d0504e63543ebc6313673121d7d2c51b32765ad81151181c01fd,campanias_conflictos_militares,doi:10.3989/revindias.2011.023,pdf,val,230,102,38,0,0,0
artifacts/datasets/external-development-v1.json,21,1b73d9b737b986da969b83d39835af9ad5a2a16868a8c6178cfc5614598b2a1e,campanias_conflictos_militares,doi:10.3989/revindias.2011.023,pdf,val,203,75,11,0,0,0
artifacts/datasets/external-development-v1.json,22,3a8e490a0224ef0ce5a48087de614f5ec18c9e21543d9a3b9cbfb58e12320eec,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,212,84,20,0,0,0
artifacts/datasets/external-development-v1.json,23,c32a9ffe3cff50f1228cbf971f347a94629fd6901a6cc560128f06ae2ffe2b7f,participacion_social_regional,doi:10.3989/revindias.2011.023,pdf,val,310,182,118,54,0,0
artifacts/datasets/external-development-v1.json,24,d7acb2c210bb9952d25568cff2426542d0a0a9830552c6070baf3ec73f447235,organizacion_consecuencias_republicanas,doi:10.3989/revindias.2011.023,pdf,val,250,122,58,0,0,0
artifacts/datasets/external-development-v1.json,25,f04c0f15c9e478ec3505f190c7dd64b198f8eaeca21f255411b5ea39ffea5953,crisis_ideas_emancipadoras,doi:10.3989/revindias.2011.023,pdf,val,271,143,79,15,0,0
artifacts/datasets/external-development-v1.json,26,458f097aade3e101e40e9c03f8f4ece2b8fae43cee761397e11cb0c5cab305b8,liderazgos_diplomacia_proyectos,sobrevilla-2021-intermedios,pdf,val,282,154,90,26,0,0
artifacts/datasets/external-development-v1.json,27,52ceb0527aedc8fc3ef4c7e813f090c22e4b23cba5029ea84406ecc758fbd610,liderazgos_diplomacia_proyectos,sobrevilla-2021-intermedios,pdf,val,301,173,109,45,0,0
artifacts/datasets/external-development-v1.json,28,21384e7293c7056e624e2533c798efc4d671793d0e84e23266a94c5bfa1e0fff,campanias_conflictos_militares,sobrevilla-2021-intermedios,pdf,val,269,141,77,13,0,0
artifacts/datasets/external-development-v1.json,29,994e3b31bdf70806634e9ea8f83d26da4e41aeb47843e1da247e3f74a42ae9f1,organizacion_consecuencias_republicanas,sobrevilla-2021-intermedios,pdf,val,239,111,47,0,0,0
artifacts/datasets/external-development-v1.json,30,1d059154158d4030526f684d051f39a859f73b708667c86ff302f72a4798e866,campanias_conflictos_militares,sobrevilla-2021-intermedios,pdf,val,295,167,103,39,0,0
artifacts/datasets/gold-v1-balanced.json,0,2abd19afe54182a5ccb60b5746b124e78ff1150b35a7213c4a5f768b9baf4d6c,organizacion_consecuencias_republicanas,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,265,137,73,9,0,0
artifacts/datasets/gold-v1-balanced.json,1,3c3708e7b281df09f82f70af1bfb0f8fe4d451a582bf3c41cabdd8ed70cd5c1c,organizacion_consecuencias_republicanas,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,227,99,35,0,0,0
artifacts/datasets/gold-v1-balanced.json,2,a7fb0ee4f4d978a530aea9bbf50d29e6fe0f5c8d0af529a5447e8f28cee66d77,organizacion_consecuencias_republicanas,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,298,170,106,42,0,0
artifacts/datasets/gold-v1-balanced.json,3,03dfa8e9fc4c407e0889a5475ae4ab7fc7fe1a020b40989793808356565a80e6,organizacion_consecuencias_republicanas,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,244,116,52,0,0,0
artifacts/datasets/gold-v1-balanced.json,4,74a2c26e2e038f54b4c260ed44e90c9e5675c9f60abde79b495365ae5bac1844,organizacion_consecuencias_republicanas,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,238,110,46,0,0,0
artifacts/datasets/gold-v1-balanced.json,5,e3ddac3f3dd70ed581afc140e642c59fa0ca5a29f7b802727730fe68bb4911fd,organizacion_consecuencias_republicanas,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,232,104,40,0,0,0
artifacts/datasets/gold-v1-balanced.json,6,cb5f638fa257b351dc23f561098c46e9a8c2f49c9a979ffd0dae14739042f4e2,organizacion_consecuencias_republicanas,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,229,101,37,0,0,0
artifacts/datasets/gold-v1-balanced.json,7,c98de9d2eec4ffd5ba747531414a380c24bc0bf33d58a81adccfd6ba2c20a604,organizacion_consecuencias_republicanas,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,245,117,53,0,0,0
artifacts/datasets/gold-v1-balanced.json,8,050a9c6527a081a5d8c6965d66ee074fd450bce282a52ae2a753589e2e728643,crisis_ideas_emancipadoras,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,290,162,98,34,0,0
artifacts/datasets/gold-v1-balanced.json,9,ea6fbbc667ff5777f3f73bbba4cb6b675a0a5565220e4638a4802518756243fa,liderazgos_diplomacia_proyectos,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,274,146,82,18,0,0
artifacts/datasets/gold-v1-balanced.json,10,c73187e499b2ed97743695bf9b9060bf69caae9b2b34bed9812320f0a0f37f6e,liderazgos_diplomacia_proyectos,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,263,135,71,7,0,0
artifacts/datasets/gold-v1-balanced.json,11,1c9889e3e53ca1d728271968cd6b76ab6cc56765e2783ae2c1ed2b0662d29a19,participacion_social_regional,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,60,0,0,0,0,0
artifacts/datasets/gold-v1-balanced.json,12,268e9a8b71ee7e31787ff6c8692ccb956864f7c9d8a69b4b75021394364689ad,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,229,101,37,0,0,0
artifacts/datasets/gold-v1-balanced.json,13,5a403eb3b14ff1511aa4cd3893ea5a08396e5da35c71834437d333266a19839c,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,245,117,53,0,0,0
artifacts/datasets/gold-v1-balanced.json,14,d66fdcc540246e6fd6cdcc07c1a00059796070609bd99d208050c366b04419b0,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,248,120,56,0,0,0
artifacts/datasets/gold-v1-balanced.json,15,b7f4e2dcb7c8c402711d500853ed9c449527804659bca734b5070248c99cf0c7,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,233,105,41,0,0,0
artifacts/datasets/gold-v1-balanced.json,16,de4676f4e58692cb22bcf9687be96a7ef212aa337170bc0937de1e8d0f4799fa,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,243,115,51,0,0,0
artifacts/datasets/gold-v1-balanced.json,17,8d81cd81073115b1b3c8d07018dd4d665da2fa29311044f5b49b790bf48fbdb0,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,261,133,69,5,0,0
artifacts/datasets/gold-v1-balanced.json,18,691ef9b96854c26872b46d2d28c370f57fc21da4d66f41720c0f2d2eee25499f,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,185,57,0,0,0,0
artifacts/datasets/gold-v1-balanced.json,19,9f1033d385f3b7525c953d186da48ec3e01db1388afe12b541d5665fed4aa85d,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,278,150,86,22,0,0
artifacts/datasets/gold-v1-balanced.json,20,37417362cbdee022bf81e1560813a180788ecd244adbc01818aaaeef4e517fc1,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,180,52,0,0,0,0
artifacts/datasets/gold-v1-balanced.json,21,6d0c7ebd2868a4d3b1e170b0cde654723c2a86eceb8e08b2d3864c0a75bedbe6,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,252,124,60,0,0,0
artifacts/datasets/gold-v1-balanced.json,22,1b0bd93d4bc4c0618c9f3aebd73eafb60e8e235efb5f0d322a78e5fad89b9bac,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,226,98,34,0,0,0
artifacts/datasets/gold-v1-balanced.json,23,8684a6285bb78e6f36fe3d6d644b287d1750243985068ec33a5028f210bf07fd,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,241,113,49,0,0,0
artifacts/datasets/gold-v1-balanced.json,24,b2606605756661bc293e58593b0588229945e3f561ca156eb3a5559013140d21,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,253,125,61,0,0,0
artifacts/datasets/gold-v1-balanced.json,25,768e1905f27109634c9de8a1db4796948563f2be55958c601445d28701c755d4,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,279,151,87,23,0,0
artifacts/datasets/gold-v1-balanced.json,26,d737a3b263283a47f347ea451b7772c32bf61562a2abd588679be834e153a810,organizacion_consecuencias_republicanas,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,283,155,91,27,0,0
artifacts/datasets/gold-v1-balanced.json,27,30a75e109acbb133ac7ad0205f7ab7217a9eaaf72045e9ae8e057cbf8bd52999,participacion_social_regional,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,264,136,72,8,0,0
artifacts/datasets/gold-v1-balanced.json,28,b03b8e51a17609ed1e6c78aa247d06830f92d54a79fefff46127e499e7592243,participacion_social_regional,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,250,122,58,0,0,0
artifacts/datasets/gold-v1-balanced.json,29,77b53092737385266507792d1bd1270959a3afd566aff55ae39afec55bc6b8eb,participacion_social_regional,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,308,180,116,52,0,0
artifacts/datasets/gold-v1-balanced.json,30,026150aff9a785068c6bd73063791663618d8c6eb7a763adfb389ef1b3cc28fa,participacion_social_regional,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,242,114,50,0,0,0
artifacts/datasets/gold-v1-balanced.json,31,f0221ed4dd04da1d860aec080fca47928b7ed7f4e9245cd1a21ce109bef97754,participacion_social_regional,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,287,159,95,31,0,0
artifacts/datasets/gold-v1-balanced.json,32,75ecffa88e63cd8f489ace8cf68d9078f73d58a922c48950133938c68fbf827d,liderazgos_diplomacia_proyectos,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,245,117,53,0,0,0
artifacts/datasets/gold-v1-balanced.json,33,827eb5ffa5a94f76832121296267042982a999d355781b88e353f209c6ec984d,liderazgos_diplomacia_proyectos,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,182,54,0,0,0,0
artifacts/datasets/gold-v1-balanced.json,34,0f21395e35997ebf52cc2a83776632df3417bdeccc8087e223418b2757ef5c2e,liderazgos_diplomacia_proyectos,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,282,154,90,26,0,0
artifacts/datasets/gold-v1-balanced.json,35,7b9058d4e212b47d1e648e06398d133c6be3dbb4074d1313d6b8440921d55126,no_relevante,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,141,13,0,0,0,0
artifacts/datasets/gold-v1-balanced.json,36,ae610f63d12ccac137d5e7d35ca7531705a6a2925fd24e40c453a9b7b4d174db,no_relevante,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,142,14,0,0,0,0
artifacts/datasets/gold-v1-balanced.json,37,cfa98ba5ee30cadd689cbc09fb633cedcbb42682d2084801b7e4d5b9bd8e0e60,no_relevante,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,227,99,35,0,0,0
artifacts/datasets/gold-v1-balanced.json,38,a8104e4bc83cbe543b4f574ae8ffe34759cd18780901f6d60076f1c7795b512f,participacion_social_regional,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,149,21,0,0,0,0
artifacts/datasets/gold-v1-balanced.json,39,54caa5326145b3d826498e9027eba912c1155628faf3174be1f7fb24796b1477,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,172,44,0,0,0,0
artifacts/datasets/gold-v1-balanced.json,40,565ea50495b22972f7560803542e0ba34d0e52e80f6defdbd73fd38c384037c9,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,259,131,67,3,0,0
artifacts/datasets/gold-v1-balanced.json,41,be0558f814bc381342358b94c31430b72e81b9dd4115ea0434100f60e7901d8b,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,211,83,19,0,0,0
artifacts/datasets/gold-v1-balanced.json,42,0f86cdc2ebbdb767691e0b38756723de043faf3194b5feb6bcd8686291092bd0,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,288,160,96,32,0,0
artifacts/datasets/gold-v1-balanced.json,43,1d38f669c6ee6d8e98c45f662b7e0d269be21dd8537956bbba466991d26b047b,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,269,141,77,13,0,0
artifacts/datasets/gold-v1-balanced.json,44,b5f118f22f7ee2f4f1b01597377633b0d4e617b77af67918dac5f2251f695f6a,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,250,122,58,0,0,0
artifacts/datasets/gold-v1-balanced.json,45,5034703030995d1d45c9f61e0fcf20e5e2214f2d5782c3938f1a4870e87c63e9,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,272,144,80,16,0,0
artifacts/datasets/gold-v1-balanced.json,46,ae46a13846889b267236abd2bdf47ec90a7b340d9e14e9da73e5ad4e5068860a,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,274,146,82,18,0,0
artifacts/datasets/gold-v1-balanced.json,47,88571ef1f26a112fd43523b5b76d9283a6146735f5aa737be6fde8e065a2633c,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,261,133,69,5,0,0
artifacts/datasets/gold-v1-balanced.json,48,f5f3a0b2460929f3fcfa75362c68cb37f7b7fa15471186590522cd03d9ee9687,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,270,142,78,14,0,0
artifacts/datasets/gold-v1-balanced.json,49,96accf276a3574d3016e60b4666fc0a9552b21f37ee485fe3441f9591c1071fb,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,305,177,113,49,0,0
artifacts/datasets/gold-v1-balanced.json,50,9d20b43e8ce0bd92848a342be04c24dce6439e307fb7078bd5f6bcc1aa1e5fa4,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,271,143,79,15,0,0
artifacts/datasets/gold-v1-balanced.json,51,d724cb308dfe1c3cf68afe042ea2e4a274a3bc5ecfb2e4bfc675623f5f2941c6,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,216,88,24,0,0,0
artifacts/datasets/gold-v1-balanced.json,52,9aec8764504cd02ae37c9d2af856ef18dbfa3fc1b1ec86ddff5d0f4bbd4b0ca2,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,168,40,0,0,0,0
artifacts/datasets/gold-v1-balanced.json,53,4e5326a60531c5b4e2c06e95be36196414cb1815a4dda5899ff927d11f5b38dc,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,265,137,73,9,0,0
artifacts/datasets/gold-v1-balanced.json,54,bd6935f88318a51035b15179451ae3fd49210eeb1e6f8b918bbf3a1150fcb374,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,242,114,50,0,0,0
artifacts/datasets/gold-v1-balanced.json,55,287f18de8390dbe3d9d8deaed740c668341d1e6ea70bda95eb3a5fe4366bd139,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,288,160,96,32,0,0
artifacts/datasets/gold-v1-balanced.json,56,3058dc3bf90d83e79b13ed8da4784f2e713b3f6c8763b855706d850f2f62528e,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,277,149,85,21,0,0
artifacts/datasets/gold-v1-balanced.json,57,9790ce27fe1ce6cb751f28dcd41ba6787ef023f4e0812e2f701bb2dc042180ea,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,258,130,66,2,0,0
artifacts/datasets/gold-v1-balanced.json,58,989de0bfad996b37d78af68b8bf9943323bb1ee1896005774b7e7957f7fa55d2,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,261,133,69,5,0,0
artifacts/datasets/gold-v1-balanced.json,59,1b757c6059ce077176973bc975b2b1a682a4c2a43fab8258b40b19d7cf0a51ee,participacion_social_regional,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,236,108,44,0,0,0
